year,country,energy_balance,Sum of all coal products,Sum of all fuel products,Sum of all peat products,Sum of all petroleum products,Sum of all renewable energies
2014,Ireland,Final non energy consumption feedstocks,0,201,0,201,0
2014,Ireland,Fisheries,0,24,0,24,0
2014,Ireland,Imports,1231,13109,0,7910,133
2014,Ireland,Indigenous production,0,2054,982,0,874
2014,Ireland,Industry- basic metals and fabricated metal products,0,424,0,47,0
2014,Ireland,Industry- chemicals and man-made fibres,0,207,0,28,0
2014,Ireland,Industry- construction,0,43,0,28,0
2014,Ireland,Industry- electrical and optical equipment,0,80,0,3,0
2014,Ireland,Industry- food and beverages,21,478,1,58,40
2014,Ireland,Industry- machinery and equipment n.e.c,0,28,0,4,0
2014,Ireland,Industry- non energy mining,0,71,0,28,0
2014,Ireland,Industry- other manufacturing,0,113,0,14,0
2014,Ireland,Industry- other non-metallic mineral products,86,363,0,132,28
2014,Ireland,"Industry- pulp, paper, publishing and printing",0,18,0,2,0
2014,Ireland,Industry- rubber and plastic products,0,40,0,4,0
2014,Ireland,Industry- textiles and textile products,0,12,0,6,0
2014,Ireland,Industry- transport equipment manufacture,0,6,0,2,0
2014,Ireland,Industry- wood and wood products,0,140,0,6,103
2014,Ireland,Mar. bunkers,0,135,0,135,0
2014,Ireland,Non-energy consumption,0,201,0,201,0
2014,Ireland,Own use and distribution losses,0,393,13,63,0
2014,Ireland,Primary energy requirement excluding non energy,1249,13251,777,6239,1004
2014,Ireland,Primary energy supply including non energy,1249,13451,777,6440,1004
2014,Ireland,Public services,0,459,0,108,15
2014,Ireland,Public services- Education,0,117,0,45,2
2014,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,87,0,14,2
2014,Ireland,Public services- Public Administration,0,171,0,44,8
2014,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,85,0,5,4
2014,Ireland,Residential,236,2683,200,997,51
2014,Ireland,Statistical difference,0,0,9,0,0
2014,Ireland,Stock change,28,0,0,81,0
2014,Ireland,Sum of all commercial and public services,0,1420,0,220,41
2014,Ireland,Sum of all exchanges and transfers,17,0,0,0,0
2014,Ireland,Sum of all industry sub-sectors,107,2021,1,361,172
2014,Ireland,Sum of all transformation input,940,6714,646,2886,128
2014,Ireland,Sum of all transformation output,0,4704,92,2871,0
2014,Ireland,Sum of all transport,0,4521,0,4399,116
2014,Ireland,Total final energy consumption,344,10875,201,6159,380
2014,Ireland,Transformation input- briquetting plants,0,97,97,0,0
2014,Ireland,Transformation input- combined heat and power plants,0,283,8,5,8
2014,Ireland,Transformation input- oil refineries and other energy sectors,0,2896,0,2826,0
2014,Ireland,Transformation input- public thermal power plants,940,3396,542,55,120
2014,Ireland,Transformation input- pumped storage consumption,0,43,0,0,0
2014,Ireland,Transformation output- briquetting plants,0,92,92,0,0
2014,Ireland,Transformation output- combined heat and power plants- electricity,0,178,0,0,0
2014,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2014,Ireland,Transformation output- oil refineries,0,2871,0,2871,0
2014,Ireland,Transformation output- public thermal power plants,0,1538,0,0,0
2014,Ireland,Transformation output- pumped storage consumption,0,24,0,0,0
2014,Ireland,Transport - navigation,0,72,0,72,0
2014,Ireland,Transport- Sum of all aviation transport,0,749,0,749,0
2014,Ireland,Transport- domestic aviation,0,5,0,5,0
2014,Ireland,Transport- fuel tourism,0,242,0,233,9
2014,Ireland,Transport- international aviation,0,744,0,744,0
2014,Ireland,Transport- rail,0,38,0,35,0
2014,Ireland,Transport- road freight,0,622,0,599,22
2014,Ireland,Transport- road light goods vehicle,0,373,0,359,13
2014,Ireland,Transport- road private car,0,2156,0,2092,64
2014,Ireland,Transport- road public passenger services,0,136,0,131,5
2014,Ireland,Transport- sum of all road transport,0,3286,0,3182,104
2014,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,133,0,127,4
2015,Ireland,Agricultural,0,200,0,152,0
2015,Ireland,Available final energy consumption,355,11616,201,6680,387
2015,Ireland,Commercial services,0,1084,0,128,20
2015,Ireland,Commercial services- Accommodation and Food Services,0,195,0,34,4
2015,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,63,0,6,0
2015,Ireland,Commercial services- Information and Communication,0,190,0,6,0
2015,Ireland,Commercial services- Other Services Sectors,0,241,0,29,13
2015,Ireland,Commercial services- Transportation and Storage,0,80,0,19,0
2015,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,315,0,35,2
2015,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2015,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2015,Ireland,Exchanges and transfers- other (excluding electricity and heat),15,0,0,0,0
2015,Ireland,Exports,11,1889,7,1777,0
2015,Ireland,Final non energy consumption feedstocks,0,207,0,207,0
2015,Ireland,Fisheries,0,21,0,21,0
2015,Ireland,Imports,1521,14533,0,9109,124
2015,Ireland,Indigenous production,0,1963,769,0,1013
2015,Ireland,Industry- basic metals and fabricated metal products,0,430,0,10,0
2015,Ireland,Industry- chemicals and man-made fibres,0,216,0,27,0
2015,Ireland,Industry- construction,0,41,0,27,0
2015,Ireland,Industry- electrical and optical equipment,0,97,0,3,0
2015,Ireland,Industry- food and beverages,22,478,1,60,38
2015,Ireland,Industry- machinery and equipment n.e.c,0,24,0,4,0
2015,Ireland,Industry- non energy mining,0,46,0,17,0
2015,Ireland,Industry- other manufacturing,0,103,0,11,0
2015,Ireland,Industry- other non-metallic mineral products,84,377,0,144,33
2015,Ireland,"Industry- pulp, paper, publishing and printing",0,15,0,2,0
2015,Ireland,Industry- rubber and plastic products,0,31,0,4,0
2015,Ireland,Industry- textiles and textile products,0,8,0,4,0
2015,Ireland,Industry- transport equipment manufacture,0,4,0,1,0
2015,Ireland,Industry- wood and wood products,0,138,0,4,108
2015,Ireland,Mar. bunkers,0,160,0,160,0
2015,Ireland,Non-energy consumption,0,207,0,207,0
2015,Ireland,Own use and distribution losses,0,428,9,101,0
2015,Ireland,Primary energy requirement excluding non energy,1466,13919,767,6653,1137
2015,Ireland,Primary energy supply including non energy,1466,14126,767,6861,1137
2015,Ireland,Public services,0,462,0,106,12
2015,Ireland,Public services- Education,0,126,0,48,2
2015,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,93,0,14,1
2015,Ireland,Public services- Public Administration,0,173,0,38,5
2015,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,70,0,5,4
2015,Ireland,Residential,247,2852,201,1110,62
2015,Ireland,Statistical difference,2,0,0,0,0
2015,Ireland,Stock change,0,0,5,0,1
2015,Ireland,Sum of all commercial and public services,0,1546,0,233,32
2015,Ireland,Sum of all exchanges and transfers,15,0,0,0,0
2015,Ireland,Sum of all industry sub-sectors,106,2008,1,317,179
2015,Ireland,Sum of all transformation input,1126,7433,623,3543,115
2015,Ireland,Sum of all transformation output,0,5353,65,3481,0
2015,Ireland,Sum of all transport,0,4786,0,4651,128
2015,Ireland,Total final energy consumption,353,11413,201,6483,401
2015,Ireland,Transformation input- briquetting plants,0,69,69,0,0
2015,Ireland,Transformation input- combined heat and power plants,0,305,7,9,7
2015,Ireland,Transformation input- oil refineries and other energy sectors,0,3511,0,3457,0
2015,Ireland,Transformation input- public thermal power plants,1126,3503,547,77,108
2015,Ireland,Transformation input- pumped storage consumption,0,46,0,0,0
2015,Ireland,Transformation output- briquetting plants,0,65,65,0,0
2015,Ireland,Transformation output- combined heat and power plants- electricity,0,185,0,0,0
2015,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2015,Ireland,Transformation output- oil refineries,0,3481,0,3481,0
2015,Ireland,Transformation output- public thermal power plants,0,1596,0,0,0
2015,Ireland,Transformation output- pumped storage consumption,0,25,0,0,0
2015,Ireland,Transport - navigation,0,71,0,71,0
2015,Ireland,Transport- Sum of all aviation transport,0,847,0,847,0
2015,Ireland,Transport- domestic aviation,0,5,0,5,0
2015,Ireland,Transport- fuel tourism,0,388,0,374,14
2015,Ireland,Transport- international aviation,0,842,0,842,0
2015,Ireland,Transport- rail,0,39,0,36,0
2015,Ireland,Transport- road freight,0,626,0,603,23
2015,Ireland,Transport- road light goods vehicle,0,377,0,363,14
2015,Ireland,Transport- road private car,0,2166,0,2097,69
2015,Ireland,Transport- road public passenger services,0,133,0,129,5
2015,Ireland,Transport- sum of all road transport,0,3303,0,3192,110
2015,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,138,0,130,4
2016,Ireland,Agricultural,0,207,0,159,0
2016,Ireland,Available final energy consumption,359,12097,196,7060,388
2016,Ireland,Commercial services,1,1061,0,109,24
2016,Ireland,Commercial services- Accommodation and Food Services,0,192,0,31,5
2016,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,45,0,2,0
2016,Ireland,Commercial services- Information and Communication,0,194,0,3,0
2016,Ireland,Commercial services- Other Services Sectors,0,246,0,25,15
2016,Ireland,Commercial services- Transportation and Storage,0,95,0,21,0
2016,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,290,0,27,3
2016,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2016,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2016,Ireland,Exchanges and transfers- other (excluding electricity and heat),12,0,0,0,0
2016,Ireland,Exports,9,1793,5,1643,0
2016,Ireland,Final non energy consumption feedstocks,0,264,0,264,0
2016,Ireland,Fisheries,0,19,0,19,0
2016,Ireland,Imports,1231,12157,0,9007,140
2016,Ireland,Indigenous production,0,4244,679,0,1005
2016,Ireland,Industry- basic metals and fabricated metal products,0,439,0,5,0
2016,Ireland,Industry- chemicals and man-made fibres,0,226,0,21,0
2016,Ireland,Industry- construction,0,42,0,27,0
2016,Ireland,Industry- electrical and optical equipment,0,102,0,3,0
2016,Ireland,Industry- food and beverages,21,486,1,63,30
2016,Ireland,Industry- machinery and equipment n.e.c,0,26,0,4,0
2016,Ireland,Industry- non energy mining,0,50,0,19,0
2016,Ireland,Industry- other manufacturing,0,110,0,10,0
2016,Ireland,Industry- other non-metallic mineral products,86,400,0,150,39
2016,Ireland,"Industry- pulp, paper, publishing and printing",0,19,0,2,0
2016,Ireland,Industry- rubber and plastic products,0,34,0,3,0
2016,Ireland,Industry- textiles and textile products,0,10,0,5,0
2016,Ireland,Industry- transport equipment manufacture,0,5,0,2,0
2016,Ireland,Industry- wood and wood products,0,139,0,3,106
2016,Ireland,Mar. bunkers,0,160,0,160,0
2016,Ireland,Non-energy consumption,0,264,0,264,0
2016,Ireland,Own use and distribution losses,0,397,12,80,0
2016,Ireland,Primary energy requirement excluding non energy,1450,14522,734,6946,1136
2016,Ireland,Primary energy supply including non energy,1450,14787,734,7210,1136
2016,Ireland,Public services,0,497,0,109,18
2016,Ireland,Public services- Education,0,130,0,51,2
2016,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,98,0,14,1
2016,Ireland,Public services- Public Administration,0,177,0,40,9
2016,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,92,0,5,6
2016,Ireland,Residential,257,2958,197,1197,66
2016,Ireland,Statistical difference,0,33,0,60,0
2016,Ireland,Stock change,228,338,59,5,0
2016,Ireland,Sum of all commercial and public services,1,1559,0,218,42
2016,Ireland,Sum of all exchanges and transfers,12,0,0,0,0
2016,Ireland,Sum of all industry sub-sectors,106,2088,1,317,176
2016,Ireland,Sum of all transformation input,1103,7726,607,3375,160
2016,Ireland,Sum of all transformation output,0,5436,81,3319,0
2016,Ireland,Sum of all transport,0,4969,0,4825,118
2016,Ireland,Total final energy consumption,364,11800,198,6736,403
2016,Ireland,Transformation input- briquetting plants,0,85,85,0,0
2016,Ireland,Transformation input- combined heat and power plants,0,302,9,5,10
2016,Ireland,Transformation input- oil refineries and other energy sectors,0,3370,0,3306,0
2016,Ireland,Transformation input- public thermal power plants,1103,3922,513,63,150
2016,Ireland,Transformation input- pumped storage consumption,0,46,0,0,0
2016,Ireland,Transformation output- briquetting plants,0,81,81,0,0
2016,Ireland,Transformation output- combined heat and power plants- electricity,0,189,0,0,0
2016,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2016,Ireland,Transformation output- oil refineries,0,3319,0,3319,0
2016,Ireland,Transformation output- public thermal power plants,0,1822,0,0,0
2016,Ireland,Transformation output- pumped storage consumption,0,25,0,0,0
2016,Ireland,Transport - navigation,0,86,0,86,0
2016,Ireland,Transport- Sum of all aviation transport,0,869,0,869,0
2016,Ireland,Transport- domestic aviation,0,6,0,6,0
2016,Ireland,Transport- fuel tourism,0,384,0,373,11
2016,Ireland,Transport- international aviation,0,864,0,864,0
2016,Ireland,Transport- rail,0,40,0,36,0
2016,Ireland,Transport- road freight,0,735,0,714,22
2016,Ireland,Transport- road light goods vehicle,0,359,0,349,11
2016,Ireland,Transport- road private car,0,2134,0,2069,65
2016,Ireland,Transport- road public passenger services,0,133,0,129,4
2016,Ireland,Transport- sum of all road transport,0,3361,0,3260,101
2016,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,228,0,201,6
2017,Ireland,Agricultural,0,213,0,165,0
2017,Ireland,Available final energy consumption,294,12062,189,6977,454
2017,Ireland,Commercial services,1,1056,0,99,25
2017,Ireland,Commercial services- Accommodation and Food Services,0,178,0,29,5
2017,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,51,0,2,1
2017,Ireland,Commercial services- Information and Communication,0,209,0,3,0
2017,Ireland,Commercial services- Other Services Sectors,0,222,0,20,17
2017,Ireland,Commercial services- Transportation and Storage,0,99,0,19,0
2017,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,298,0,25,2
2017,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2017,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2017,Ireland,Exchanges and transfers- other (excluding electricity and heat),15,0,0,0,0
2017,Ireland,Exports,10,2358,6,2188,0
2017,Ireland,Final non energy consumption feedstocks,0,240,0,240,0
2017,Ireland,Fisheries,0,23,0,23,0
2017,Ireland,Imports,1268,12250,0,9318,159
2017,Ireland,Indigenous production,0,4888,744,0,1176
2017,Ireland,Industry- basic metals and fabricated metal products,0,466,0,6,0
2017,Ireland,Industry- chemicals and man-made fibres,0,217,0,20,0
2017,Ireland,Industry- construction,0,47,0,33,0
2017,Ireland,Industry- electrical and optical equipment,0,103,0,3,0
2017,Ireland,Industry- food and beverages,22,515,1,67,31
2017,Ireland,Industry- machinery and equipment n.e.c,0,34,0,4,0
2017,Ireland,Industry- non energy mining,0,46,0,18,0
2017,Ireland,Industry- other manufacturing,0,104,0,10,0
2017,Ireland,Industry- other non-metallic mineral products,81,406,0,143,42
2017,Ireland,"Industry- pulp, paper, publishing and printing",0,21,0,1,0
2017,Ireland,Industry- rubber and plastic products,0,32,0,4,0
2017,Ireland,Industry- textiles and textile products,0,10,0,4,0
2017,Ireland,Industry- transport equipment manufacture,0,4,0,1,0
2017,Ireland,Industry- wood and wood products,0,159,0,4,120
2017,Ireland,Mar. bunkers,0,156,0,156,0
2017,Ireland,Non-energy consumption,0,240,0,240,0
2017,Ireland,Own use and distribution losses,0,410,14,93,0
2017,Ireland,Primary energy requirement excluding non energy,1146,14411,695,6861,1339
2017,Ireland,Primary energy supply including non energy,1146,14651,695,7101,1339
2017,Ireland,Public services,0,496,0,109,17
2017,Ireland,Public services- Education,0,132,0,51,2
2017,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,99,0,14,1
2017,Ireland,Public services- Public Administration,0,179,0,38,9
2017,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,86,0,5,5
2017,Ireland,Residential,196,2833,188,1145,64
2017,Ireland,Statistical difference,0,0,0,0,0
2017,Ireland,Stock change,0,27,0,126,3
2017,Ireland,Sum of all commercial and public services,1,1552,0,207,42
2017,Ireland,Sum of all exchanges and transfers,15,0,0,0,0
2017,Ireland,Sum of all industry sub-sectors,102,2163,1,317,193
2017,Ireland,Sum of all transformation input,867,7489,567,3295,184
2017,Ireland,Sum of all transformation output,0,5311,75,3281,0
2017,Ireland,Sum of all transport,0,5106,0,4920,161
2017,Ireland,Total final energy consumption,299,11889,189,6778,460
2017,Ireland,Transformation input- briquetting plants,0,79,79,0,0
2017,Ireland,Transformation input- combined heat and power plants,0,304,7,1,10
2017,Ireland,Transformation input- oil refineries and other energy sectors,0,3317,0,3261,0
2017,Ireland,Transformation input- public thermal power plants,867,3754,481,33,174
2017,Ireland,Transformation input- pumped storage consumption,0,34,0,0,0
2017,Ireland,Transformation output- briquetting plants,0,75,75,0,0
2017,Ireland,Transformation output- combined heat and power plants- electricity,0,188,0,0,0
2017,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2017,Ireland,Transformation output- oil refineries,0,3281,0,3281,0
2017,Ireland,Transformation output- public thermal power plants,0,1749,0,0,0
2017,Ireland,Transformation output- pumped storage consumption,0,17,0,0,0
2017,Ireland,Transport - navigation,0,76,0,76,0
2017,Ireland,Transport- Sum of all aviation transport,0,1022,0,1022,0
2017,Ireland,Transport- domestic aviation,0,6,0,6,0
2017,Ireland,Transport- fuel tourism,0,165,0,158,7
2017,Ireland,Transport- international aviation,0,1016,0,1016,0
2017,Ireland,Transport- rail,0,42,0,38,0
2017,Ireland,Transport- road freight,0,748,0,715,33
2017,Ireland,Transport- road light goods vehicle,0,352,0,337,15
2017,Ireland,Transport- road private car,0,2095,0,2012,82
2017,Ireland,Transport- road public passenger services,0,130,0,124,6
2017,Ireland,Transport- sum of all road transport,0,3325,0,3189,135
2017,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,477,0,439,18
2018,Ireland,Agricultural,0,223,0,175,0
2018,Ireland,Available final energy consumption,320,12567,199,7255,459
2018,Ireland,Commercial services,1,1194,0,113,25
2018,Ireland,Commercial services- Accommodation and Food Services,0,188,0,30,2
2018,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,62,0,4,1
2018,Ireland,Commercial services- Information and Communication,0,257,0,3,0
2018,Ireland,Commercial services- Other Services Sectors,0,238,0,22,18
2018,Ireland,Commercial services- Transportation and Storage,0,136,0,24,0
2018,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,313,0,30,3
2018,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2018,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2018,Ireland,Exchanges and transfers- other (excluding electricity and heat),22,0,0,0,0
2018,Ireland,Exports,15,1891,7,1717,9
2018,Ireland,Final non energy consumption feedstocks,0,232,0,232,0
2018,Ireland,Fisheries,0,27,0,27,0
2018,Ireland,Imports,903,12062,0,9137,153
2018,Ireland,Indigenous production,0,5045,816,0,1331
2018,Ireland,Industry- basic metals and fabricated metal products,0,490,0,6,0
2018,Ireland,Industry- chemicals and man-made fibres,0,214,0,21,0
2018,Ireland,Industry- construction,0,47,0,33,0
2018,Ireland,Industry- electrical and optical equipment,0,110,0,2,0
2018,Ireland,Industry- food and beverages,19,493,1,67,34
2018,Ireland,Industry- machinery and equipment n.e.c,0,33,0,4,0
2018,Ireland,Industry- non energy mining,0,45,0,15,0
2018,Ireland,Industry- other manufacturing,0,105,0,12,0
2018,Ireland,Industry- other non-metallic mineral products,87,445,0,160,43
2018,Ireland,"Industry- pulp, paper, publishing and printing",0,26,0,2,0
2018,Ireland,Industry- rubber and plastic products,0,39,0,4,0
2018,Ireland,Industry- textiles and textile products,0,11,0,5,0
2018,Ireland,Industry- transport equipment manufacture,0,5,0,1,0
2018,Ireland,Industry- wood and wood products,0,162,0,3,123
2018,Ireland,Mar. bunkers,0,173,0,173,0
2018,Ireland,Non-energy consumption,0,232,0,232,0
2018,Ireland,Own use and distribution losses,0,426,10,98,0
2018,Ireland,Primary energy requirement excluding non energy,787,14729,686,7153,1480
2018,Ireland,Primary energy supply including non energy,787,14961,686,7385,1480
2018,Ireland,Public services,0,517,0,115,15
2018,Ireland,Public services- Education,0,145,0,57,2
2018,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,104,0,14,1
2018,Ireland,Public services- Public Administration,0,188,0,39,8
2018,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,80,0,5,5
2018,Ireland,Residential,217,3016,197,1228,69
2018,Ireland,Statistical difference,0,0,2,0,0
2018,Ireland,Stock change,0,0,0,137,4
2018,Ireland,Sum of all commercial and public services,1,1711,0,227,40
2018,Ireland,Sum of all exchanges and transfers,22,0,0,0,0
2018,Ireland,Sum of all industry sub-sectors,105,2224,1,336,199
2018,Ireland,Sum of all transformation input,489,7071,541,3173,216
2018,Ireland,Sum of all transformation output,0,5105,65,3167,0
2018,Ireland,Sum of all transport,0,5234,0,5051,155
2018,Ireland,Total final energy consumption,323,12435,197,7044,463
2018,Ireland,Transformation input- briquetting plants,0,68,68,0,0
2018,Ireland,Transformation input- combined heat and power plants,0,295,6,1,11
2018,Ireland,Transformation input- oil refineries and other energy sectors,0,3191,0,3139,0
2018,Ireland,Transformation input- public thermal power plants,489,3474,467,34,205
2018,Ireland,Transformation input- pumped storage consumption,0,43,0,0,0
2018,Ireland,Transformation output- briquetting plants,0,65,65,0,0
2018,Ireland,Transformation output- combined heat and power plants- electricity,0,185,0,0,0
2018,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2018,Ireland,Transformation output- oil refineries,0,3167,0,3167,0
2018,Ireland,Transformation output- public thermal power plants,0,1668,0,0,0
2018,Ireland,Transformation output- pumped storage consumption,0,20,0,0,0
2018,Ireland,Transport - navigation,0,84,0,84,0
2018,Ireland,Transport- Sum of all aviation transport,0,1104,0,1104,0
2018,Ireland,Transport- domestic aviation,0,6,0,6,0
2018,Ireland,Transport- fuel tourism,0,187,0,179,8
2018,Ireland,Transport- international aviation,0,1098,0,1098,0
2018,Ireland,Transport- rail,0,42,0,38,0
2018,Ireland,Transport- road freight,0,734,0,704,30
2018,Ireland,Transport- road light goods vehicle,0,341,0,327,14
2018,Ireland,Transport- road private car,0,2094,0,2014,79
2018,Ireland,Transport- road public passenger services,0,137,0,132,5
2018,Ireland,Transport- sum of all road transport,0,3306,0,3176,128
2018,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,511,0,470,19
2019,Ireland,Agricultural,0,229,0,182,0
2019,Ireland,Available final energy consumption,257,12555,183,7222,491
2019,Ireland,Commercial services,0,1182,0,104,26
2019,Ireland,Commercial services- Accommodation and Food Services,0,183,0,32,2
2019,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,57,0,2,1
2019,Ireland,Commercial services- Information and Communication,0,313,0,4,0
2019,Ireland,Commercial services- Other Services Sectors,0,216,0,19,21
2019,Ireland,Commercial services- Transportation and Storage,0,105,0,20,0
2019,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,308,0,29,2
2019,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2019,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2019,Ireland,Exchanges and transfers- other (excluding electricity and heat),17,0,0,0,0
2019,Ireland,Exports,8,1720,6,1568,7
2019,Ireland,Final non energy consumption feedstocks,0,239,0,239,0
2019,Ireland,Fisheries,0,24,0,24,0
2019,Ireland,Imports,271,12116,0,9049,185
2019,Ireland,Indigenous production,0,4155,391,0,1472
2019,Ireland,Industry- basic metals and fabricated metal products,0,489,0,6,0
2019,Ireland,Industry- chemicals and man-made fibres,0,224,0,19,0
2019,Ireland,Industry- construction,0,52,0,38,0
2019,Ireland,Industry- electrical and optical equipment,0,119,0,2,0
2019,Ireland,Industry- food and beverages,0,484,0,67,34
2019,Ireland,Industry- machinery and equipment n.e.c,0,36,0,3,0
2019,Ireland,Industry- non energy mining,0,50,0,17,0
2019,Ireland,Industry- other manufacturing,0,94,0,10,0
2019,Ireland,Industry- other non-metallic mineral products,79,436,0,157,42
2019,Ireland,"Industry- pulp, paper, publishing and printing",0,14,0,1,0
2019,Ireland,Industry- rubber and plastic products,0,34,0,3,0
2019,Ireland,Industry- textiles and textile products,0,10,0,6,0
2019,Ireland,Industry- transport equipment manufacture,0,6,0,1,0
2019,Ireland,Industry- wood and wood products,0,147,0,2,116
2019,Ireland,Mar. bunkers,0,142,0,142,0
2019,Ireland,Non-energy consumption,0,239,0,239,0
2019,Ireland,Own use and distribution losses,0,409,8,80,0
2019,Ireland,Primary energy requirement excluding non energy,387,14612,629,7178,1646
2019,Ireland,Primary energy supply including non energy,387,14851,629,7417,1646
2019,Ireland,Public services,0,584,0,107,14
2019,Ireland,Public services- Education,0,141,0,52,1
2019,Ireland,"Public services- Health, Residential Care and Social Work Activities",0,103,0,13,1
2019,Ireland,Public services- Public Administration,0,195,0,36,6
2019,Ireland,"Public services- Water Supply, Sewerage, and Waste Management",0,144,0,6,5
2019,Ireland,Residential,186,2938,183,1210,69
2019,Ireland,Statistical difference,0,0,0,0,1
2019,Ireland,Stock change,124,442,244,78,0
2019,Ireland,Sum of all commercial and public services,0,1766,0,211,40
2019,Ireland,Sum of all exchanges and transfers,17,0,0,0,0
2019,Ireland,Sum of all industry sub-sectors,79,2197,0,333,191
2019,Ireland,Sum of all transformation input,148,6486,492,2921,214
2019,Ireland,Sum of all transformation output,0,4633,54,2857,0
2019,Ireland,Sum of all transport,0,5276,0,5062,189
2019,Ireland,Total final energy consumption,266,12429,183,7022,490
2019,Ireland,Transformation input- briquetting plants,0,57,57,0,0
2019,Ireland,Transformation input- combined heat and power plants,0,281,5,1,12
2019,Ireland,Transformation input- oil refineries and other energy sectors,0,2898,0,2843,0
2019,Ireland,Transformation input- public thermal power plants,148,3208,430,78,202
2019,Ireland,Transformation input- pumped storage consumption,0,41,0,0,0
2019,Ireland,Transformation output- briquetting plants,0,54,54,0,0
2019,Ireland,Transformation output- combined heat and power plants- electricity,0,179,0,0,0
2019,Ireland,Transformation output- combined heat and power plants- heat,0,0,0,0,0
2019,Ireland,Transformation output- oil refineries,0,2857,0,2857,0
2019,Ireland,Transformation output- public thermal power plants,0,1521,0,0,0
2019,Ireland,Transformation output- pumped storage consumption,0,21,0,0,0
2019,Ireland,Transport - navigation,0,89,0,89,0
2019,Ireland,Transport- Sum of all aviation transport,0,1116,0,1116,0
2019,Ireland,Transport- domestic aviation,0,6,0,6,0
2019,Ireland,Transport- fuel tourism,0,249,0,236,13
2019,Ireland,Transport- international aviation,0,1110,0,1110,0
2019,Ireland,Transport- rail,0,44,0,40,0
2019,Ireland,Transport- road freight,0,789,0,749,40
2019,Ireland,Transport- road light goods vehicle,0,328,0,312,17
2019,Ireland,Transport- road private car,0,2118,0,2019,96
2019,Ireland,Transport- road public passenger services,0,137,0,130,7
2019,Ireland,Transport- sum of all road transport,0,3372,0,3210,159
2019,Ireland,"Transport- unspecified (excluding road, rail and aviation)",0,405,0,371,18
2020,Ireland,Agricultural,0,234,0,185,0
2020,Ireland,Available final energy consumption,260,11347,191,6015,485
2020,Ireland,Commercial services,0,1083,0,81,31
2020,Ireland,Commercial services- Accommodation and Food Services,0,129,0,16,2
2020,Ireland,"Commercial services- Financial, Insurance and Real Estate Activities",0,63,0,3,1
2020,Ireland,Commercial services- Information and Communication,0,364,0,3,0
2020,Ireland,Commercial services- Other Services Sectors,0,176,0,15,25
2020,Ireland,Commercial services- Transportation and Storage,0,80,0,19,0
2020,Ireland,"Commercial services- Wholesale, Retail, and Vehicle Repair",0,270,0,26,2
2020,Ireland,Exchanges and transfers- electricity,0,0,0,0,0
2020,Ireland,Exchanges and transfers- heat,0,0,0,0,0
2020,Ireland,Exchanges and transfers- other (excluding electricity and heat),24,0,0,0,0
2020,Ireland,Exports,8,1941,6,1746,17
2020,Ireland,Final non energy consumption feedstocks,0,231,0,231,0
2020,Ireland,Fisheries,0,19,0,19,0
2020,Ireland,Imports,257,11849,0,8335,195
2020,Ireland,Indigenous production,0,3566,128,0,1625
2020,Ireland,Industry- basic metals and fabricated metal products,0,525,0,10,0
